Famiglia,Corso,Lezione,PDF,AVI,JNT,CAMREC,CAMPROJ,Note
AM1,AM1_09,2,SI,SI,?,?,--,
AM1,AM1_09,3,SI,SI,?,?,--,
AM1,AM1_09,4,SI,SI,?,?,--,
AM1,AM1_09,5,SI,SI,?,?,--,
AM1,AM1_09,6,SI,SI,?,?,--,
AM1,AM1_09,7,SI,SI,?,?,--,
AM1,AM1_09,8,SI,SI,?,?,--,
AM1,AM1_09,9,SI,SI,?,?,--,
AM1,AM1_09,10,SI,SI,?,?,--,
AM1,AM1_09,11,SI,SI,?,?,--,
AM1,AM1_09,12,SI,SI,?,?,--,
AM1,AM1_09,13,SI,SI,?,?,--,
AM1,AM1_09,14,SI,SI,?,?,--,
AM1,AM1_09,15,SI,SI,?,?,--,
AM1,AM1_09,16,SI,SI,?,?,--,
AM1,AM1_09,17,SI,SI,?,?,--,
AM1,AM1_09,18,SI,SI,?,?,--,
AM1,AM1_09,19,SI,SI,?,?,--,
AM1,AM1_09,20,SI,SI,?,?,--,
AM1,AM1_09,21,SI,SI,?,?,--,
AM1,AM1_09,22,SI,SI,?,?,--,
AM1,AM1_09,23,SI,SI,?,?,--,
AM1,AM1_09,24,SI,SI,?,?,--,
AM1,AM1_09,25,SI,SI,?,?,--,
AM1,AM1_09,26,SI,SI,?,?,--,
AM1,AM1_09,27,SI,SI,?,?,--,
AM1,AM1_09,28,SI,SI,?,?,--,
AM1,AM1_09,29,SI,SI,?,?,--,
AM1,AM1_09,30,SI,SI,?,?,--,
AM1,AM1_09,31,SI,SI,?,?,--,
AM1,AM1_09,32,SI,SI,?,?,--,
AM1,AM1_09,33,SI,SI,?,?,--,
AM1,AM1_09,34,SI,SI,?,?,--,
AM1,AM1_09,35,SI,SI,?,?,--,
AM1,AM1_09,36,SI,SI,?,?,--,
AM1,AM1_09,37,SI,SI,?,?,--,
AM1,AM1_09,38,SI,SI,?,?,--,
AM1,AM1_09,39,SI,SI,?,?,--,
AM1,AM1_09,40,SI,SI,?,?,--,
AM1,AM1_09,41,SI,SI,?,?,--,
AM1,AM1_09,42,SI,SI,?,?,--,
AM1,AM1_09,43,SI,SI,?,?,--,
AM1,AM1_09,44,SI,SI,?,?,--,
AM1,AM1_09,45,SI,SI,?,?,--,
AM1,AM1_09,46,SI,SI,?,?,--,
AM1,AM1_09,47,SI,SI,?,?,--,
AM1,AM1_09,48,SI,SI,?,?,--,
AM1,AM1_09,49,SI,SI,?,?,--,
AM1,AM1_09,50,SI,SI,?,?,--,
AM1,AM1_09,51,SI,SI,?,?,--,
AM1,AM1_09,52,SI,SI,?,?,--,
AM1,AM1_09,53,SI,SI,?,?,--,
AM1,AM1_09,54,SI,SI,?,?,--,
AM1,AM1_09,55,SI,SI,?,?,--,
AM1,AM1_09,56,SI,SI,?,?,--,
AM1,AM1_09,57,SI,SI,?,?,--,
AM1,AM1_09,58,SI,SI,?,?,--,
AM1,AM1_09,59,SI,SI,?,?,--,
AM1,AM1_09,60,SI,SI,?,?,--,
AM1,AM1_09,61,SI,SI,?,?,--,
AM1,AM1_09,62,SI,SI,?,?,--,
AM1,AM1_09,63,SI,SI,?,?,--,
AM1,AM1_09,64,SI,SI,?,?,--,
AM1,AM1_09,65,SI,SI,?,?,--,
AM1,AM1_09,66,SI,SI,?,?,--,
AM1,AM1_09,67,SI,SI,?,?,--,
AM1,AM1_09,68,SI,SI,?,?,--,
AM1,AM1_09,69,SI,SI,?,?,--,
AM1,AM1_09,70,SI,SI,?,?,--,
AM1,AM1_09,71,SI,SI,?,?,--,
AM1,AM1_09,72,SI,SI,?,?,--,
AM1,AM1_09,73,SI,SI,?,?,--,
AM1,AM1_09,74,SI,SI,?,?,--,
AM1,AM1_09,75,SI,SI,?,?,--,
AM1,AM1_09,76,SI,SI,?,?,--,
AM1,AM1_09,77,SI,SI,?,?,--,
AM1,AM1_09,78,SI,SI,?,?,--,
AM1,AM1_09,79,SI,SI,?,?,--,
AM1,AM1_09,80,SI,SI,?,?,--,
AM1,AM1_09,81,SI,SI,?,?,--,
AM1,AM1_09,82,SI,SI,?,?,--,
AM1,AM1_09,83,SI,SI,?,?,--,
AM1,AM1_09,84,SI,SI,?,?,--,
AM1,AM1_09,85,SI,SI,?,?,--,
AM1,AM1_09,86,SI,SI,?,?,--,
AM1,AM1_09,87,SI,SI,?,?,--,
AM1,AM1_09,88,SI,SI,?,?,--,
AM1,AM1_09,89,SI,SI,?,?,--,
AM1,AM1_09,90,SI,SI,?,?,--,
AM1,AM1_09,91,SI,SI,?,?,--,
AM1,AM1_09,92,SI,SI,?,?,--,
AM1,AM1_09,93,SI,SI,?,?,--,
AM1,AM1_09,94,SI,SI,?,?,--,
AM1,AM1_09,95,SI,SI,?,?,--,
AM1,AM1_09,96,SI,SI,?,?,--,
AM1,AM1_09,97,SI,SI,?,?,--,
AM1,AM1_09,98,SI,SI,?,?,--,
AM1,AM1_09,99,SI,SI,?,?,--,
AM1,AM1_09,100,SI,SI,?,?,--,
AM1,AM1_09,101,SI,SI,?,?,--,
AM1,AM1_09,102,SI,SI,?,?,--,
AM1,AM1_09,103,SI,SI,?,?,--,
AM1,AM1_09,104,SI,SI,?,?,--,
AM1,AM1_09,105,SI,SI,?,?,--,
AM1,AM1_09,106,SI,SI,?,?,--,
AM1,AM1_09,107,SI,SI,?,?,--,
AM1,AM1_09,108,SI,SI,?,?,--,
AM1,AM1_09,109,SI,SI,?,?,--,
AM1,AM1_10,1,SI,SI,?,?,--,
AM1,AM1_10,2,SI,SI,?,?,--,
AM1,AM1_10,3,SI,SI,?,?,--,
AM1,AM1_10,4,SI,SI,?,?,--,
AM1,AM1_10,5,SI,SI,?,?,--,
AM1,AM1_10,6,SI,SI,?,?,--,
AM1,AM1_10,7,SI,SI,?,?,--,
AM1,AM1_10,8,SI,SI,?,?,--,
AM1,AM1_10,9,SI,SI,?,?,--,
AM1,AM1_10,10,SI,SI,?,?,--,
AM1,AM1_10,11,SI,SI,?,?,--,
AM1,AM1_10,12,SI,SI,?,?,--,
AM1,AM1_10,13,SI,SI,?,?,--,
AM1,AM1_10,14,SI,SI,?,?,--,
AM1,AM1_10,15,SI,SI,?,?,--,
AM1,AM1_10,16,SI,SI,?,?,--,
AM1,AM1_10,17,SI,SI,?,?,--,
AM1,AM1_10,18,SI,SI,?,?,--,
AM1,AM1_10,19,SI,SI,?,?,--,
AM1,AM1_10,20,SI,SI,?,?,--,
AM1,AM1_10,21,SI,SI,?,?,--,
AM1,AM1_10,22,SI,SI,?,?,--,
AM1,AM1_10,23,SI,SI,?,?,--,
AM1,AM1_10,24,SI,SI,?,?,--,
AM1,AM1_10,25,SI,SI,?,?,--,
AM1,AM1_10,26,SI,SI,?,?,--,
AM1,AM1_10,27,SI,SI,?,?,--,
AM1,AM1_10,28,SI,SI,?,?,--,
AM1,AM1_10,29,SI,SI,?,?,--,
AM1,AM1_10,30,SI,SI,?,?,--,
AM1,AM1_10,31,SI,SI,?,?,--,
AM1,AM1_10,32,SI,SI,?,?,--,
AM1,AM1_10,33,SI,SI,?,?,--,
AM1,AM1_10,34,SI,SI,?,?,--,
AM1,AM1_10,35,SI,SI,?,?,--,
AM1,AM1_10,36,SI,SI,?,?,--,
AM1,AM1_10,37,SI,SI,?,?,--,
AM1,AM1_10,38,SI,SI,?,?,--,
AM1,AM1_10,39,SI,SI,?,?,--,
AM1,AM1_10,40,SI,SI,?,?,--,
AM1,AM1_10,41,SI,SI,?,?,--,
AM1,AM1_10,42,SI,SI,?,?,--,
AM1,AM1_10,43,SI,SI,?,?,--,
AM1,AM1_10,44,SI,SI,?,?,--,
AM1,AM1_10,45,SI,SI,?,?,--,
AM1,AM1_10,46,SI,SI,?,?,--,
AM1,AM1_10,47,SI,NO,NO,NO,NO,Missing storico documentato nel JS del corso
AM1,AM1_10,48,SI,SI,?,?,--,
AM1,AM1_10,49,SI,SI,?,?,--,
AM1,AM1_10,50,SI,SI,?,?,--,
AM1,AM1_10,51,SI,SI,?,?,--,
AM1,AM1_10,52,SI,SI,?,?,--,
AM1,AM1_10,53,SI,SI,?,?,--,
AM1,AM1_10,54,SI,SI,?,?,--,
AM1,AM1_10,55,SI,SI,?,?,--,
AM1,AM1_10,56,SI,SI,?,?,--,
AM1,AM1_10,57,SI,SI,?,?,--,
AM1,AM1_10,58,SI,SI,?,?,--,
AM1,AM1_10,59,SI,SI,?,?,--,
AM1,AM1_10,60,SI,SI,?,?,--,
AM1,AM1_10,61,SI,SI,?,?,--,
AM1,AM1_10,62,SI,SI,?,?,--,
AM1,AM1_10,63,SI,SI,?,?,--,
AM1,AM1_10,64,SI,SI,?,?,--,
AM1,AM1_10,65,SI,SI,?,?,--,
AM1,AM1_10,66,SI,SI,?,?,--,
AM1,AM1_10,67,SI,SI,?,?,--,
AM1,AM1_10,68,SI,SI,?,?,--,
AM1,AM1_10,69,SI,SI,?,?,--,
AM1,AM1_10,70,SI,SI,?,?,--,
AM1,AM1_10,71,SI,SI,?,?,--,
AM1,AM1_10,72,SI,SI,?,?,--,
AM1,AM1_10,73,SI,SI,?,?,--,
AM1,AM1_10,74,SI,SI,?,?,--,
AM1,AM1_10,75,SI,SI,?,?,--,
AM1,AM1_10,76,SI,SI,?,?,--,
AM1,AM1_10,77,SI,SI,?,?,--,
AM1,AM1_10,78,SI,SI,?,?,--,
AM1,AM1_10,79,SI,SI,?,?,--,
AM1,AM1_10,80,SI,SI,?,?,--,
AM1,AM1_10,81,SI,SI,?,?,--,
AM1,AM1_10,82,SI,SI,?,?,--,
AM1,AM1_10,83,SI,SI,?,?,--,
AM1,AM1_10,84,SI,SI,?,?,--,
AM1,AM1_10,85,SI,SI,?,?,--,
AM1,AM1_10,86,SI,SI,?,?,--,
AM1,AM1_10,87,SI,SI,?,?,--,
AM1,AM1_10,88,SI,SI,?,?,--,
AM1,AM1_10,89,SI,SI,?,?,--,
AM1,AM1_10,90,SI,SI,?,?,--,
AM1,AM1_10,91,SI,SI,?,?,--,
AM1,AM1_10,92,SI,SI,?,?,--,
AM1,AM1_10,93,SI,SI,?,?,--,
AM1,AM1_10,94,SI,SI,?,?,--,
AM1,AM1_10,95,SI,SI,?,?,--,
AM1,AM1_10,96,SI,SI,?,?,--,
AM1,AM1_10,97,SI,SI,?,?,--,
AM1,AM1_10,98,SI,SI,?,?,--,
AM1,AM1_10,99,SI,SI,?,?,--,
AM1,AM1_10,100,SI,SI,?,?,--,
AM1,AM1_10,101,SI,SI,?,?,--,
AM1,AM1_10,102,SI,SI,?,?,--,
AM1,AM1_10,103,SI,SI,?,?,--,
AM1,AM1_10,104,SI,SI,?,?,--,
AM1,AM1_10,105,SI,SI,?,?,--,
AM1,AM1_10,106,SI,SI,?,?,--,
AM1,AM1_10,107,SI,SI,?,?,--,
AM1,AM1_10,108,SI,SI,?,?,--,
AM1,AM1_10,109,SI,SI,?,?,--,
AM1,AM1_10,110,SI,SI,?,?,--,
AM1,AM1_10,111,SI,SI,?,?,--,
AM1,AM1_11,1,SI,SI,?,?,--,
AM1,AM1_11,2,SI,SI,?,?,--,
AM1,AM1_11,3,SI,SI,?,?,--,
AM1,AM1_11,4,SI,SI,?,?,--,
AM1,AM1_11,5,SI,SI,?,?,--,
AM1,AM1_11,6,SI,SI,?,?,--,
AM1,AM1_11,7,SI,SI,?,?,--,
AM1,AM1_11,8,SI,SI,?,?,--,
AM1,AM1_11,9,SI,SI,?,?,--,
AM1,AM1_11,10,SI,SI,?,?,--,
AM1,AM1_11,11,SI,SI,?,?,--,
AM1,AM1_11,12,SI,SI,?,?,--,
AM1,AM1_11,13,SI,SI,?,?,--,
AM1,AM1_11,14,SI,SI,?,?,--,
AM1,AM1_11,15,SI,SI,?,?,--,
AM1,AM1_11,16,SI,SI,?,?,--,
AM1,AM1_11,17,SI,SI,?,?,--,
AM1,AM1_11,18,SI,SI,?,?,--,
AM1,AM1_11,19,SI,SI,?,?,--,
AM1,AM1_11,20,SI,SI,?,?,--,
AM1,AM1_11,21,SI,SI,?,?,--,
AM1,AM1_11,22,SI,SI,?,?,--,
AM1,AM1_11,23,SI,SI,?,?,--,
AM1,AM1_11,24,SI,SI,?,?,--,
AM1,AM1_11,25,SI,SI,?,?,--,
AM1,AM1_11,26,SI,SI,?,?,--,
AM1,AM1_11,27,SI,SI,?,?,--,
AM1,AM1_11,28,SI,SI,?,?,--,
AM1,AM1_11,29,SI,SI,?,?,--,
AM1,AM1_11,30,SI,SI,?,?,--,
AM1,AM1_11,31,SI,SI,?,?,--,
AM1,AM1_11,32,SI,SI,?,?,--,
AM1,AM1_11,33,SI,SI,?,?,--,
AM1,AM1_11,34,SI,SI,?,?,--,
AM1,AM1_11,35,SI,SI,?,?,--,
AM1,AM1_11,36,SI,SI,?,?,--,
AM1,AM1_11,37,SI,SI,?,?,--,
AM1,AM1_11,38,SI,SI,?,?,--,
AM1,AM1_11,39,SI,SI,?,?,--,
AM1,AM1_11,40,SI,SI,?,?,--,
AM1,AM1_11,41,SI,SI,?,?,--,
AM1,AM1_11,42,SI,SI,?,?,--,
AM1,AM1_11,43,SI,SI,?,?,--,
AM1,AM1_11,44,SI,SI,?,?,--,
AM1,AM1_11,45,SI,SI,?,?,--,
AM1,AM1_11,46,SI,SI,?,?,--,
AM1,AM1_11,47,SI,SI,?,?,--,
AM1,AM1_11,48,SI,SI,?,?,--,
AM1,AM1_11,49,SI,SI,?,?,--,
AM1,AM1_11,50,SI,SI,?,?,--,
AM1,AM1_11,51,SI,SI,?,?,--,
AM1,AM1_11,52,SI,SI,?,?,--,
AM1,AM1_11,53,SI,SI,?,?,--,
AM1,AM1_11,54,SI,SI,?,?,--,
AM1,AM1_11,55,SI,SI,?,?,--,
AM1,AM1_11,56,SI,SI,?,?,--,
AM1,AM1_11,57,SI,SI,?,?,--,
AM1,AM1_11,58,SI,SI,?,?,--,
AM1,AM1_11,59,SI,SI,?,?,--,
AM1,AM1_11,60,SI,SI,?,?,--,
AM1,AM1_11,61,SI,SI,?,?,--,
AM1,AM1_11,62,SI,SI,?,?,--,
AM1,AM1_11,63,SI,SI,?,?,--,
AM1,AM1_11,64,SI,SI,?,?,--,
AM1,AM1_11,65,SI,SI,?,?,--,
AM1,AM1_11,66,SI,SI,?,?,--,
AM1,AM1_11,67,SI,SI,?,?,--,
AM1,AM1_11,68,SI,SI,?,?,--,
AM1,AM1_11,69,SI,SI,?,?,--,
AM1,AM1_11,70,SI,SI,?,?,--,
AM1,AM1_11,71,SI,SI,?,?,--,
AM1,AM1_11,72,SI,SI,?,?,--,
AM1,AM1_11,73,SI,SI,?,?,--,
AM1,AM1_11,74,SI,SI,?,?,--,
AM1,AM1_11,75,SI,SI,?,?,--,
AM1,AM1_11,76,SI,SI,?,?,--,
AM1,AM1_11,77,SI,SI,?,?,--,
AM1,AM1_11,78,SI,SI,?,?,--,
AM1,AM1_11,79,SI,SI,?,?,--,
AM1,AM1_11,80,SI,SI,?,?,--,
AM1,AM1_11,81,SI,SI,?,?,--,
AM1,AM1_11,82,SI,SI,?,?,--,
AM1,AM1_11,83,SI,SI,?,?,--,
AM1,AM1_11,84,SI,SI,?,?,--,
AM1,AM1_11,85,SI,SI,?,?,--,
AM1,AM1_11,86,SI,SI,?,?,--,
AM1,AM1_11,87,SI,SI,?,?,--,
AM1,AM1_11,88,SI,SI,?,?,--,
AM1,AM1_11,89,SI,SI,?,?,--,
AM1,AM1_11,90,SI,SI,?,?,--,
AM1,AM1_11,91,SI,SI,?,?,--,
AM1,AM1_11,92,SI,SI,?,?,--,
AM1,AM1_11,93,SI,SI,?,?,--,
AM1,AM1_11,94,SI,SI,?,?,--,
AM1,AM1_11,95,SI,SI,?,?,--,
AM1,AM1_11,96,SI,SI,?,?,--,
AM1,AM1_11,97,SI,SI,?,?,--,
AM1,AM1_11,98,SI,SI,?,?,--,
AM1,AM1_11,99,SI,SI,?,?,--,
AM1,AM1_11,100,SI,SI,?,?,--,
AM1,AM1_11,101,SI,SI,?,?,--,
AM1,AM1_11,102,SI,SI,?,?,--,
AM1,AM1_11,103,SI,SI,?,?,--,
AM1,AM1_11,104,SI,SI,?,?,--,
AM1,AM1_11,105,SI,SI,?,?,--,
AM1,AM1_11,106,SI,SI,?,?,--,
AM1,AM1_11,107,SI,SI,?,?,--,
AM1,AM1_11,108,SI,SI,?,?,--,
AM1,AM1_11,109,SI,SI,?,?,--,
AM1,AM1_12,1,SI,SI,?,?,--,
AM1,AM1_12,2,SI,SI,?,?,--,
AM1,AM1_12,3,SI,SI,?,?,--,
AM1,AM1_12,4,SI,SI,?,?,--,
AM1,AM1_12,5,SI,SI,?,?,--,
AM1,AM1_12,6,SI,SI,?,?,--,
AM1,AM1_12,7,SI,SI,?,?,--,
AM1,AM1_12,8,SI,SI,?,?,--,
AM1,AM1_12,9,SI,SI,?,?,--,
AM1,AM1_12,10,SI,SI,?,?,--,
AM1,AM1_12,11,SI,SI,?,?,--,
AM1,AM1_12,12,SI,SI,?,?,--,
AM1,AM1_12,13,SI,SI,?,?,--,
AM1,AM1_12,14,SI,SI,?,?,--,
AM1,AM1_12,15,SI,SI,?,?,--,
AM1,AM1_12,16,SI,SI,?,?,--,
AM1,AM1_12,17,SI,SI,?,?,--,
AM1,AM1_12,18,SI,SI,?,?,--,
AM1,AM1_12,19,SI,SI,?,?,--,
AM1,AM1_12,20,SI,SI,?,?,--,
AM1,AM1_12,21,SI,SI,?,?,--,
AM1,AM1_12,22,SI,SI,?,?,--,
AM1,AM1_12,23,SI,SI,?,?,--,
AM1,AM1_12,24,SI,SI,?,?,--,
AM1,AM1_12,25,SI,SI,?,?,--,
AM1,AM1_12,26,SI,SI,?,?,--,
AM1,AM1_12,27,SI,SI,?,?,--,
AM1,AM1_12,28,SI,SI,?,?,--,
AM1,AM1_12,29,SI,SI,?,?,--,
AM1,AM1_12,30,SI,SI,?,?,--,
AM1,AM1_12,31,SI,SI,?,?,--,
AM1,AM1_12,32,SI,SI,?,?,--,
AM1,AM1_12,33,SI,SI,?,?,--,
AM1,AM1_12,34,SI,SI,?,?,--,
AM1,AM1_12,35,SI,SI,?,?,--,
AM1,AM1_12,36,SI,SI,?,?,--,
AM1,AM1_12,37,SI,SI,?,?,--,
AM1,AM1_12,38,SI,SI,?,?,--,
AM1,AM1_12,39,SI,SI,?,?,--,
AM1,AM1_12,40,SI,SI,?,?,--,
AM1,AM1_12,41,SI,SI,?,?,--,
AM1,AM1_12,42,SI,SI,?,?,--,
AM1,AM1_12,43,SI,SI,?,?,--,
AM1,AM1_12,44,SI,SI,?,?,--,
AM1,AM1_12,45,SI,SI,?,?,--,
AM1,AM1_12,46,SI,NO,NO,NO,NO,Missing storico documentato nel JS del corso
AM1,AM1_12,47,SI,SI,?,?,--,
AM1,AM1_12,48,SI,SI,?,?,--,
AM1,AM1_12,49,SI,SI,?,?,--,
AM1,AM1_12,50,SI,SI,?,?,--,
AM1,AM1_12,51,SI,SI,?,?,--,
AM1,AM1_12,52,SI,SI,?,?,--,
AM1,AM1_12,53,SI,SI,?,?,--,
AM1,AM1_12,54,SI,SI,?,?,--,
AM1,AM1_12,55,SI,SI,?,?,--,
AM1,AM1_12,56,SI,SI,?,?,--,
AM1,AM1_12,57,SI,SI,?,?,--,
AM1,AM1_12,58,SI,SI,?,?,--,
AM1,AM1_12,59,SI,SI,?,?,--,
AM1,AM1_12,60,SI,SI,?,?,--,
AM1,AM1_12,61,SI,SI,?,?,--,
AM1,AM1_12,62,SI,SI,?,?,--,
AM1,AM1_12,63,SI,SI,?,?,--,
AM1,AM1_12,64,SI,SI,?,?,--,
AM1,AM1_12,65,SI,SI,?,?,--,
AM1,AM1_12,66,SI,SI,?,?,--,
AM1,AM1_12,67,SI,SI,?,?,--,
AM1,AM1_12,68,SI,SI,?,?,--,
AM1,AM1_12,69,SI,SI,?,?,--,
AM1,AM1_12,70,SI,SI,?,?,--,
AM1,AM1_12,71,SI,SI,?,?,--,
AM1,AM1_12,72,SI,SI,?,?,--,
AM1,AM1_12,73,SI,SI,?,?,--,
AM1,AM1_12,74,SI,SI,?,?,--,
AM1,AM1_12,75,SI,SI,?,?,--,
AM1,AM1_12,76,SI,SI,?,?,--,
AM1,AM1_12,77,SI,SI,?,?,--,
AM1,AM1_12,78,SI,SI,?,?,--,
AM1,AM1_12,79,SI,SI,?,?,--,
AM1,AM1_12,80,SI,SI,?,?,--,
AM1,AM1_12,81,SI,SI,?,?,--,
AM1,AM1_12,82,SI,SI,?,?,--,
AM1,AM1_12,83,SI,SI,?,?,--,
AM1,AM1_12,84,SI,SI,?,?,--,
AM1,AM1_12,85,SI,SI,?,?,--,
AM1,AM1_12,86,SI,SI,?,?,--,
AM1,AM1_12,87,SI,SI,?,?,--,
AM1,AM1_12,88,SI,SI,?,?,--,
AM1,AM1_12,89,SI,SI,?,?,--,
AM1,AM1_12,90,SI,SI,?,?,--,
AM1,AM1_12,91,SI,SI,?,?,--,
AM1,AM1_12,92,SI,SI,?,?,--,
AM1,AM1_12,93,SI,SI,?,?,--,
AM1,AM1_12,94,SI,SI,?,?,--,
AM1,AM1_12,95,SI,SI,?,?,--,
AM1,AM1_12,96,SI,SI,?,?,--,
AM1,AM1_12,97,SI,SI,?,?,--,
AM1,AM1_12,98,SI,SI,?,?,--,
AM1,AM1_12,99,SI,SI,?,?,--,
AM1,AM1_12,100,SI,SI,?,?,--,
AM1,AM1_12,101,SI,SI,?,?,--,
AM1,AM1_12,102,SI,SI,?,?,--,
AM1,AM1_12,103,SI,SI,?,?,--,
AM1,AM1_12,104,SI,SI,?,?,--,
AM1,AM1_12,105,SI,SI,?,?,--,
AM1,AM1_12,106,SI,SI,?,?,--,
AM1,AM1_12,107,SI,SI,?,?,--,
AM1,AM1_12,108,SI,SI,?,?,--,
AM1,AM1_12,109,SI,SI,?,?,--,
AM1,AM1_12,110,SI,SI,?,?,--,
AM1,AM1_12,111,SI,SI,?,?,--,
AM1,AM1_13,1,SI,SI,SI,?,--,
AM1,AM1_13,2,SI,SI,SI,?,--,
AM1,AM1_13,3,SI,SI,SI,?,--,
AM1,AM1_13,4,SI,SI,SI,?,--,
AM1,AM1_13,5,SI,SI,SI,?,--,
AM1,AM1_13,6,SI,SI,SI,?,--,
AM1,AM1_13,7,SI,SI,SI,?,--,
AM1,AM1_13,8,SI,SI,SI,?,--,
AM1,AM1_13,9,SI,SI,SI,?,--,
AM1,AM1_13,10,SI,SI,SI,?,--,
AM1,AM1_13,11,SI,SI,SI,?,--,
AM1,AM1_13,12,SI,SI,SI,?,--,
AM1,AM1_13,13,SI,SI,SI,?,--,
AM1,AM1_13,14,SI,SI,SI,?,--,
AM1,AM1_13,15,SI,SI,SI,?,--,
AM1,AM1_13,16,SI,SI,SI,?,--,
AM1,AM1_13,17,SI,SI,SI,?,--,
AM1,AM1_13,18,SI,SI,SI,?,--,
AM1,AM1_13,19,SI,SI,SI,?,--,
AM1,AM1_13,20,SI,SI,SI,?,--,
AM1,AM1_13,21,SI,SI,SI,?,--,
AM1,AM1_13,22,SI,SI,SI,?,--,
AM1,AM1_13,23,SI,SI,SI,?,--,
AM1,AM1_13,24,SI,SI,SI,?,--,
AM1,AM1_13,25,SI,SI,SI,?,--,
AM1,AM1_13,26,SI,SI,SI,?,--,
AM1,AM1_13,27,SI,SI,SI,?,--,
AM1,AM1_13,28,SI,SI,SI,?,--,
AM1,AM1_13,29,SI,SI,SI,?,--,
AM1,AM1_13,30,SI,SI,SI,?,--,
AM1,AM1_13,31,SI,SI,SI,?,--,
AM1,AM1_13,32,SI,SI,SI,?,--,
AM1,AM1_13,33,SI,SI,SI,?,--,
AM1,AM1_13,34,SI,SI,SI,?,--,
AM1,AM1_13,35,SI,SI,SI,?,--,
AM1,AM1_13,36,SI,SI,SI,?,--,
AM1,AM1_13,37,SI,NO,SI,NO,NO,Missing storico documentato nel JS del corso
AM1,AM1_13,38,SI,SI,SI,?,--,
AM1,AM1_13,39,SI,SI,SI,?,--,
AM1,AM1_13,40,SI,SI,SI,?,--,
AM1,AM1_13,41,SI,SI,SI,?,--,
AM1,AM1_13,42,SI,SI,SI,?,--,
AM1,AM1_13,43,SI,SI,SI,?,--,
AM1,AM1_13,44,SI,SI,SI,?,--,
AM1,AM1_13,45,SI,SI,SI,?,--,
AM1,AM1_13,46,SI,SI,SI,?,--,
AM1,AM1_13,47,SI,SI,SI,?,--,
AM1,AM1_13,48,SI,SI,SI,?,--,
AM1,AM1_13,49,SI,SI,SI,?,--,
AM1,AM1_13,50,SI,SI,SI,?,--,
AM1,AM1_13,51,SI,SI,SI,?,--,
AM1,AM1_13,52,SI,SI,SI,?,--,
AM1,AM1_13,53,SI,SI,SI,?,--,
AM1,AM1_13,54,SI,SI,SI,?,--,
AM1,AM1_13,55,SI,SI,SI,?,--,
AM1,AM1_13,56,SI,SI,SI,?,--,
AM1,AM1_13,57,SI,SI,SI,?,--,
AM1,AM1_13,58,SI,SI,SI,?,--,
AM1,AM1_13,59,SI,SI,SI,?,--,
AM1,AM1_13,60,SI,SI,SI,?,--,
AM1,AM1_13,61,SI,SI,SI,?,--,
AM1,AM1_13,62,SI,SI,SI,?,--,
AM1,AM1_13,63,SI,SI,SI,?,--,
AM1,AM1_13,64,SI,SI,SI,?,--,
AM1,AM1_13,65,SI,SI,SI,?,--,
AM1,AM1_13,66,SI,SI,SI,?,--,
AM1,AM1_13,67,SI,SI,SI,?,--,
AM1,AM1_13,68,SI,SI,SI,?,--,
AM1,AM1_13,69,SI,SI,SI,?,--,
AM1,AM1_13,70,SI,SI,SI,?,--,
AM1,AM1_13,71,SI,SI,SI,?,--,
AM1,AM1_13,72,SI,SI,SI,?,--,
AM1,AM1_13,73,SI,SI,SI,?,--,
AM1,AM1_13,74,SI,SI,SI,?,--,
AM1,AM1_13,75,SI,SI,SI,?,--,
AM1,AM1_13,76,SI,SI,SI,?,--,
AM1,AM1_13,77,SI,SI,SI,?,--,
AM1,AM1_13,78,SI,SI,SI,?,--,
AM1,AM1_13,79,SI,SI,SI,?,--,
AM1,AM1_13,80,SI,SI,SI,?,--,
AM1,AM1_13,81,SI,SI,SI,?,--,
AM1,AM1_13,82,SI,SI,SI,?,--,
AM1,AM1_13,83,SI,SI,SI,?,--,
AM1,AM1_13,84,SI,SI,SI,?,--,
AM1,AM1_13,85,SI,SI,SI,?,--,
AM1,AM1_13,86,SI,SI,SI,?,--,
AM1,AM1_13,87,SI,SI,SI,?,--,
AM1,AM1_13,88,SI,SI,SI,?,--,
AM1,AM1_13,89,SI,SI,SI,?,--,
AM1,AM1_13,90,SI,SI,SI,?,--,
AM1,AM1_13,91,SI,SI,SI,?,--,
AM1,AM1_13,92,SI,SI,SI,?,--,
AM1,AM1_13,93,SI,SI,SI,?,--,
AM1,AM1_13,94,SI,NO,SI,NO,NO,Missing storico documentato nel JS del corso
AM1,AM1_13,95,SI,SI,SI,?,--,
AM1,AM1_13,96,SI,SI,SI,?,--,
AM1,AM1_13,97,SI,SI,SI,?,--,
AM1,AM1_13,98,SI,SI,SI,?,--,
AM1,AM1_13,99,SI,SI,SI,?,--,
AM1,AM1_13,100,SI,SI,SI,?,--,
AM1,AM1_13,101,SI,SI,SI,?,--,
AM1,AM1_13,102,SI,SI,SI,?,--,
AM1,AM1_13,103,SI,SI,SI,?,--,
AM1,AM1_13,104,SI,SI,SI,?,--,
AM1,AM1_13,105,SI,SI,SI,?,--,
AM1,AM1_13,106,SI,SI,SI,?,--,
AM1,AM1_13,107,SI,SI,SI,?,--,
AM1,AM1_13,108,SI,SI,SI,?,--,
AM1,AM1_13,109,SI,SI,SI,?,--,
AM1,AM1_15,1,SI,SI,SI,?,--,
AM1,AM1_15,2,SI,SI,SI,?,--,
