Famiglia,Corso,Lezione,PDF,AVI,JNT,CAMREC,CAMPROJ,Note
SAnna,SA_12,16,SI,SI,SI,?,--,
SAnna,SA_12,17,SI,SI,SI,?,--,
SAnna,SA_12,18,SI,SI,SI,?,--,
SAnna,SA_12,19,SI,SI,SI,?,--,
SAnna,SA_12,20,SI,SI,SI,?,--,"PDF: SA_12_L20.pdf, SA_12_L20_originale.pdf, SA_12_L20bis.pdf; AVI: SA_12_L20.avi, SA_12_L20bis.avi; JNT: SA_12_L20.jnt, SA_12_L20bis.jnt"
SAnna,SA_12,21,SI,SI,SI,?,--,
SAnna,SA_12,22,SI,SI,SI,?,--,
SAnna,SA_12,23,SI,SI,SI,?,--,
SAnna,SA_12,24,SI,SI,SI,?,--,
SAnna,SA_12,25,SI,SI,SI,?,--,
SAnna,SA_12,26,SI,NO,SI,NO,NO,Missing storico documentato nel JS del corso
SAnna,SA_12,27,SI,SI,SI,?,--,
SAnna,SA_12,28,SI,SI,SI,?,--,
SAnna,SA_12,29,SI,SI,SI,?,--,
SAnna,SA_12,30,SI,SI,SI,?,--,
SAnna,SA_13,1,SI,SI,SI,?,--,
SAnna,SA_13,2,SI,SI,SI,?,--,
SAnna,SA_13,3,SI,SI,SI,?,--,
SAnna,SA_13,4,SI,SI,SI,?,--,
SAnna,SA_13,5,SI,SI,SI,?,--,
SAnna,SA_13,6,SI,SI,SI,?,--,
SAnna,SA_13,7,SI,SI,SI,?,--,
SAnna,SA_13,8,SI,SI,SI,?,--,
SAnna,SA_13,9,SI,SI,SI,?,--,
SAnna,SA_13,10,SI,SI,SI,?,--,
SAnna,SA_13,11,SI,SI,SI,?,--,
SAnna,SA_13,12,SI,SI,SI,?,--,
SAnna,SA_13,13,SI,SI,SI,?,--,
SAnna,SA_13,14,SI,SI,SI,?,--,
SAnna,SA_13,15,SI,SI,SI,?,--,
SAnna,SA_13,16,SI,SI,SI,?,--,
SAnna,SA_13,17,SI,SI,SI,?,--,
SAnna,SA_13,18,SI,SI,SI,?,--,
SAnna,SA_13,19,SI,SI,SI,?,--,
SAnna,SA_13,20,SI,SI,SI,?,--,
SAnna,SA_13,21,SI,SI,SI,?,--,
SAnna,SA_13,22,SI,NO,SI,NO,NO,Missing storico documentato nel JS del corso
SAnna,SA_13,23,SI,SI,SI,?,--,
SAnna,SA_13,24,SI,SI,SI,?,--,
SAnna,SA_13,25,SI,SI,SI,?,--,
SAnna,SA_13,26,SI,SI,SI,?,--,
SAnna,SA_13,27,SI,SI,SI,?,--,
SAnna,SA_13,28,SI,SI,SI,?,--,
SAnna,SA_13,29,SI,SI,SI,?,--,
SAnna,SA_13,30,SI,SI,SI,?,--,
SAnna,SA_14,1,SI,SI,SI,?,--,
SAnna,SA_14,2,SI,SI,SI,?,--,
SAnna,SA_14,3,SI,SI,SI,?,--,
SAnna,SA_14,4,SI,SI,SI,?,--,
SAnna,SA_14,5,SI,SI,SI,?,--,
SAnna,SA_14,6,SI,SI,SI,?,--,
SAnna,SA_14,7,SI,SI,SI,?,--,
SAnna,SA_14,8,SI,SI,SI,?,--,
SAnna,SA_14,9,SI,SI,SI,?,--,
SAnna,SA_14,10,SI,SI,SI,?,--,
SAnna,SA_14,11,SI,SI,SI,?,--,
SAnna,SA_14,12,SI,SI,SI,?,--,
SAnna,SA_14,13,SI,SI,SI,?,--,
SAnna,SA_14,14,SI,SI,SI,?,--,
SAnna,SA_14,15,SI,SI,SI,?,--,
SAnna,SA_14,16,SI,SI,SI,?,--,
SAnna,SA_14,17,SI,SI,SI,?,--,
SAnna,SA_14,18,SI,SI,SI,?,--,
SAnna,SA_14,19,SI,SI,SI,?,--,
SAnna,SA_14,20,SI,SI,SI,?,--,
SAnna,SA_14,21,SI,SI,SI,?,--,
SAnna,SA_14,22,SI,SI,SI,?,--,
SAnna,SA_14,23,SI,SI,SI,?,--,
SAnna,SA_14,24,SI,SI,SI,?,--,
SAnna,SA_14,25,SI,SI,SI,?,--,
SAnna,SA_14,26,SI,SI,SI,?,--,
SAnna,SA_14,27,SI,SI,SI,?,--,
SAnna,SA_14,28,SI,SI,SI,?,--,
SAnna,SA_14,29,SI,SI,SI,?,--,
SAnna,SA_14,30,SI,SI,SI,?,--,
SAnna,SA_15,1,SI,SI,SI,?,--,
SAnna,SA_15,2,SI,SI,SI,?,--,
SAnna,SA_15,3,SI,SI,SI,?,--,
SAnna,SA_15,4,SI,SI,SI,?,--,
SAnna,SA_15,5,SI,SI,SI,?,--,
SAnna,SA_15,6,SI,SI,SI,?,--,
SAnna,SA_15,7,SI,SI,SI,?,--,
SAnna,SA_15,8,SI,SI,SI,?,--,
SAnna,SA_15,9,SI,SI,SI,?,--,
SAnna,SA_15,10,SI,SI,SI,?,--,
SAnna,SA_15,11,SI,SI,SI,?,--,
SAnna,SA_15,12,SI,SI,SI,?,--,
SAnna,SA_15,13,SI,SI,SI,?,--,
SAnna,SA_15,14,SI,SI,SI,?,--,
SAnna,SA_15,15,SI,SI,SI,?,--,
SAnna,SA_15,16,SI,SI,SI,?,--,
SAnna,SA_15,17,SI,SI,SI,?,--,
SAnna,SA_15,18,SI,SI,SI,?,--,
SAnna,SA_15,19,SI,SI,SI,?,--,
SAnna,SA_15,20,SI,SI,SI,?,--,
SAnna,SA_15,21,SI,SI,SI,?,--,
SAnna,SA_15,22,SI,SI,SI,?,--,
SAnna,SA_15,23,SI,SI,SI,?,--,
SAnna,SA_15,24,SI,SI,SI,?,--,
SAnna,SA_15,25,SI,SI,SI,?,--,
SAnna,SA_15,26,SI,SI,SI,?,--,
SAnna,SA_15,27,SI,SI,SI,?,--,
SAnna,SA_15,28,SI,SI,SI,?,--,
SAnna,SA_15,29,SI,SI,SI,?,--,
SAnna,SA_15,30,SI,SI,SI,?,--,
